Date,BTC-USD,ETH-USD
2020-08-15,11892.8037109375,433.78662109375
2020-08-16,12254.40234375,429.53125
2020-08-17,11991.2333984375,423.6693115234375
2020-08-18,11758.283203125,406.4637756347656
2020-08-19,11878.3720703125,416.4397888183594
2020-08-20,11592.4892578125,389.1263427734375
2020-08-21,11681.8251953125,395.83514404296875
2020-08-22,11664.84765625,391.3844909667969
2020-08-23,11774.595703125,408.1441955566406
2020-08-24,11366.134765625,384.00103759765625
2020-08-25,11488.36328125,386.46612548828125
2020-08-26,11323.3974609375,382.63262939453125
2020-08-27,11542.5,395.8746643066406
2020-08-28,11506.865234375,399.9214782714844
2020-08-29,11711.505859375,428.3957214355469
2020-08-30,11680.8203125,435.0797424316406
2020-08-31,11970.478515625,477.0519104003906
2020-09-01,11414.0341796875,440.0404968261719
2020-09-02,10245.296875,385.67193603515625
2020-09-03,10511.8134765625,388.24114990234375
2020-09-04,10169.5673828125,335.26007080078125
2020-09-05,10280.3515625,353.3622741699219
2020-09-06,10369.5634765625,352.6734924316406
2020-09-07,10131.5166015625,337.60211181640625
2020-09-08,10242.34765625,351.1100158691406
2020-09-09,10363.138671875,368.1018981933594
2020-09-10,10400.9150390625,374.6955871582031
2020-09-11,10442.1708984375,387.18310546875
2020-09-12,10323.755859375,365.57000732421875
2020-09-13,10680.837890625,377.26885986328125
2020-09-14,10796.951171875,364.8392028808594
2020-09-15,10974.9052734375,365.8122863769531
2020-09-16,10948.990234375,389.01922607421875
2020-09-17,10944.5859375,384.3645324707031
2020-09-18,11094.3466796875,385.54437255859375
2020-09-19,10938.271484375,371.0528259277344
2020-09-20,10462.259765625,341.78607177734375
2020-09-21,10538.4599609375,344.503173828125
2020-09-22,10225.8642578125,320.5855407714844
2020-09-23,10745.548828125,349.3566589355469
2020-09-24,10702.2900390625,352.161865234375
2020-09-25,10754.4375,354.96527099609375
2020-09-26,10774.4267578125,357.3216857910156
2020-09-27,10721.3271484375,354.95050048828125
2020-09-28,10848.830078125,359.9634094238281
2020-09-29,10787.6181640625,360.0223693847656
2020-09-30,10623.330078125,353.2312927246094
2020-10-01,10585.1640625,346.53265380859375
2020-10-02,10565.4931640625,347.32159423828125
2020-10-03,10684.4287109375,353.1219177246094
2020-10-04,10804.0009765625,354.277099609375
2020-10-05,10621.6640625,341.0211486816406
2020-10-06,10679.13671875,342.1197814941406
2020-10-07,10923.6279296875,351.4556579589844
2020-10-09,11296.361328125,370.96759033203125
2020-10-10,11384.181640625,375.1420593261719
2020-10-13,11429.5068359375,379.4840393066406
2020-10-14,11495.349609375,377.44183349609375
2020-10-15,11322.123046875,366.22900390625
2020-10-16,11358.1015625,368.8559265136719
2020-10-17,11483.359375,378.21368408203125
2020-10-18,11742.037109375,379.93560791015625
2020-10-19,11916.3349609375,369.13690185546875
2020-10-20,12823.689453125,392.1899719238281
2020-10-21,12965.8916015625,413.7729797363281
2020-10-22,12931.5390625,409.7666931152344
2020-10-23,13108.0625,412.4576110839844
2020-10-24,13031.173828125,406.2177734375
2020-10-26,13075.248046875,393.8883056640625
2020-10-27,13654.21875,403.9970397949219
2020-10-28,13271.28515625,388.6507568359375
2020-10-29,13437.8828125,386.7301025390625
2020-10-30,13546.5224609375,382.8199768066406
2020-10-31,13780.9951171875,386.59033203125
2020-11-01,13737.109375,396.3581848144531
2020-11-02,13550.4892578125,383.15673828125
2020-11-03,13950.30078125,387.6021728515625
2020-11-04,14133.70703125,402.1419982910156
2020-11-05,15579.8486328125,414.0673522949219
2020-11-06,15565.880859375,454.71929931640625
2020-11-07,14833.75390625,435.713134765625
2020-11-08,15479.5673828125,453.5547790527344
2020-11-09,15332.3154296875,444.1630554199219
2020-11-10,15290.90234375,449.67962646484375
2020-11-11,15701.33984375,462.9605407714844
2020-11-12,16276.34375,461.0052795410156
2020-11-13,16317.80859375,474.6264343261719
2020-11-14,16068.138671875,460.14984130859375
2020-11-15,15955.587890625,447.55908203125
2020-11-16,16716.111328125,459.9403076171875
2020-11-17,17645.40625,480.3600769042969
2020-11-18,17804.005859375,479.48406982421875
2020-11-19,17817.08984375,471.63043212890625
2020-11-20,18621.314453125,509.74456787109375
2020-11-21,18642.232421875,549.4866333007812
2020-11-22,18370.001953125,558.068115234375
2020-11-23,18364.12109375,608.4540405273438
2020-11-24,19107.46484375,603.8977661132812
2020-11-25,18732.12109375,570.6866455078125
2020-11-26,17150.623046875,518.8011474609375
2020-11-27,17108.40234375,517.4937133789062
2020-11-28,17717.4140625,538.2297973632812
2020-11-29,18177.484375,575.758056640625
2020-11-30,19625.8359375,614.842529296875
2020-12-01,18802.998046875,587.3241577148438
2020-12-02,19201.091796875,598.3523559570312
2020-12-03,19445.3984375,616.708740234375
2020-12-04,18699.765625,569.3541870117188
2020-12-05,19154.23046875,596.595458984375
2020-12-06,19345.12109375,601.9089965820312
2020-12-07,19191.630859375,591.8433837890625
2020-12-08,18321.14453125,554.8277587890625
2020-12-09,18553.916015625,573.4791259765625
2020-12-10,18264.9921875,559.6785278320312
2020-12-11,18058.904296875,545.79736328125
2020-12-12,18803.65625,568.5673217773438
2020-12-13,19142.3828125,589.6632080078125
2020-12-14,19246.64453125,586.0111694335938
2020-12-15,19417.076171875,589.3555908203125
2020-12-16,21310.59765625,636.1818237304688
2020-12-17,22805.162109375,642.8689575195312
2020-12-18,23137.9609375,654.8119506835938
2020-12-19,23869.83203125,659.2979125976562
2020-12-20,23477.294921875,638.2908325195312
2020-12-21,22803.08203125,609.81787109375
2020-12-22,23783.029296875,634.8541870117188
2020-12-23,23241.345703125,583.714599609375
2020-12-24,23735.94921875,611.607177734375
2020-12-25,24664.791015625,626.4107055664062
2020-12-26,26437.037109375,635.8358154296875
2020-12-27,26272.294921875,682.642333984375
2020-12-28,27084.80859375,730.3973388671875
2020-12-29,27362.4375,731.5201416015625
2020-12-30,28840.953125,751.6189575195312
2020-12-31,29001.720703125,737.8034057617188
2021-01-01,29374.15234375,730.3675537109375
2021-01-02,32127.267578125,774.5349731445312
2021-01-03,32782.0234375,975.5076904296875
2021-01-04,31971.9140625,1040.2330322265625
2021-01-05,33992.4296875,1100.006103515625
2021-01-06,36824.36328125,1207.1121826171875
2021-01-07,39371.04296875,1225.6781005859375
2021-01-08,40797.609375,1224.1971435546875
2021-01-09,40254.546875,1281.0772705078125
2021-01-10,38356.44140625,1262.2467041015625
2021-01-11,35566.65625,1090.1453857421875
2021-01-12,33922.9609375,1043.4345703125
2021-01-13,37316.359375,1130.7393798828125
2021-01-14,39187.328125,1218.4530029296875
2021-01-15,36825.3671875,1171.8345947265625
2021-01-16,36178.140625,1233.53759765625
2021-01-17,35791.27734375,1230.1722412109375
2021-01-18,36630.07421875,1257.279541015625
2021-01-19,36069.8046875,1377.2958984375
2021-01-20,35547.75,1382.2740478515625
2021-01-21,30825.69921875,1121.5709228515625
2021-01-22,33005.76171875,1236.51220703125
2021-01-23,32067.642578125,1230.9906005859375
2021-01-24,32289.37890625,1391.609375
2021-01-25,32366.392578125,1324.414794921875
2021-01-26,32569.849609375,1357.05810546875
2021-01-27,30432.546875,1253.1871337890625
2021-01-28,31649.60546875,1298.101806640625
2021-01-29,34316.38671875,1382.5228271484375
2021-01-30,34269.5234375,1376.115478515625
2021-01-31,33114.359375,1314.9862060546875
2021-02-01,33537.17578125,1369.04052734375
2021-02-02,35510.2890625,1515.1937255859375
2021-02-03,37472.08984375,1660.9095458984375
2021-02-04,36926.06640625,1594.7626953125
2021-02-05,38144.30859375,1718.65087890625
2021-02-06,39266.01171875,1677.8468017578125
2021-02-07,38903.44140625,1614.227783203125
2021-02-08,46196.46484375,1746.6168212890625
2021-02-09,46481.10546875,1768.0350341796875
2021-02-10,44918.18359375,1744.243408203125
2021-02-11,47909.33203125,1783.7979736328125
2021-02-12,47504.8515625,1843.5325927734375
2021-02-13,47105.515625,1814.10986328125
2021-02-14,48717.2890625,1805.0841064453125
2021-02-15,47945.05859375,1779.791015625
2021-02-16,49199.87109375,1781.0675048828125
2021-02-17,52149.0078125,1848.458251953125
2021-02-18,51679.796875,1937.44921875
2021-02-19,55888.1328125,1960.164794921875
2021-02-20,56099.51953125,1919.5340576171875
2021-02-21,57539.9453125,1935.60107421875
2021-02-22,54207.3203125,1781.992919921875
2021-02-23,48824.42578125,1570.2039794921875
2021-02-24,49705.33203125,1626.57568359375
2021-02-25,47093.8515625,1475.7037353515625
2021-02-26,46339.76171875,1446.03369140625
2021-02-27,46188.453125,1459.97314453125
2021-02-28,45137.76953125,1416.0489501953125
2021-03-01,49631.2421875,1564.7076416015625
2021-03-02,48378.98828125,1492.6087646484375
2021-03-03,50538.2421875,1575.8531494140625
2021-03-04,48561.16796875,1541.914306640625
2021-03-05,48927.3046875,1533.2750244140625
2021-03-06,48912.3828125,1654.7415771484375
2021-03-07,51206.69140625,1723.15380859375
2021-03-08,52246.5234375,1834.7279052734375
2021-03-09,54824.1171875,1868.048828125
2021-03-10,56008.55078125,1799.166259765625
2021-03-11,57805.12109375,1826.1949462890625
2021-03-12,57332.08984375,1772.1024169921875
2021-03-13,61243.0859375,1924.6854248046875
2021-03-14,59302.31640625,1854.5643310546875
2021-03-15,55907.19921875,1791.7022705078125
2021-03-16,56804.90234375,1806.9718017578125
2021-03-17,58870.89453125,1823.4493408203125
2021-03-18,57858.921875,1782.8551025390625
2021-03-19,58346.65234375,1817.6241455078125
2021-03-20,58313.64453125,1812.6346435546875
2021-03-21,57523.421875,1788.217041015625
2021-03-22,54529.14453125,1691.333984375
2021-03-23,54738.9453125,1678.650146484375
2021-03-24,52774.265625,1593.4134521484375
2021-03-25,51704.16015625,1595.3592529296875
2021-03-26,55137.3125,1702.842041015625
2021-03-27,55973.51171875,1716.49462890625
2021-03-28,55950.74609375,1691.35595703125
2021-03-28,55950.74609375,1819.6849365234375
2021-03-28,57750.19921875,1691.35595703125
2021-03-28,57750.19921875,1819.6849365234375
2021-03-29,58917.69140625,1846.03369140625
2021-03-30,58918.83203125,1918.362060546875
2021-03-31,59095.80859375,1977.27685546875
2021-04-01,59384.3125,2143.2255859375
2021-04-02,57603.890625,2028.4224853515625
2021-04-03,58758.5546875,2093.122802734375
2021-04-04,59057.87890625,2107.88720703125
2021-04-05,58192.359375,2118.37890625
2021-04-06,56048.9375,1971.0772705078125
2021-04-07,58323.953125,2088.57373046875
2021-04-08,58245.00390625,2072.10888671875
2021-04-09,59793.234375,2135.942138671875
2021-04-10,60204.96484375,2157.656982421875
2021-04-11,59893.453125,2139.353271484375
2021-04-12,63503.45703125,2299.187744140625
2021-04-13,63109.6953125,2435.10498046875
2021-04-14,63314.01171875,2519.1162109375
2021-04-15,61572.7890625,2431.946533203125
2021-04-16,60683.8203125,2344.89501953125
2021-04-17,56216.18359375,2237.136962890625
2021-04-18,55724.265625,2166.188720703125
2021-04-19,56473.03125,2330.2109375
2021-04-20,53906.08984375,2364.751708984375
2021-04-21,51762.2734375,2403.53515625
2021-04-22,51093.65234375,2363.586181640625
2021-04-23,50050.8671875,2211.625732421875
2021-04-24,49004.25390625,2316.0595703125
2021-04-25,54021.75390625,2534.481689453125
2021-04-26,55033.1171875,2662.865234375
2021-04-27,54824.703125,2746.380126953125
2021-04-28,53555.109375,2756.876953125
2021-04-29,57750.17578125,2773.20703125
2021-04-30,57828.05078125,2945.892822265625
2021-05-01,56631.078125,2952.05615234375
2021-05-02,57200.29296875,3431.086181640625
2021-05-03,53333.5390625,3253.62939453125
2021-05-04,57424.0078125,3522.783203125
2021-05-05,56396.515625,3490.88037109375
2021-05-06,57356.40234375,3484.72900390625
2021-05-07,58803.77734375,3902.647705078125
2021-05-08,58232.31640625,3928.8447265625
2021-05-09,55859.796875,3952.2939453125
2021-05-10,56704.57421875,4168.701171875
2021-05-11,49150.53515625,3785.8486328125
2021-05-12,49716.19140625,3715.1484375
2021-05-13,49880.53515625,4079.057373046875
2021-05-14,46760.1875,3638.1220703125
2021-05-15,46456.05859375,3587.506103515625
2021-05-16,43537.51171875,3282.397705078125
2021-05-17,42909.40234375,3380.070068359375
2021-05-18,37002.44140625,2460.67919921875
2021-05-19,40782.73828125,2784.294189453125
2021-05-20,37304.69140625,2430.621337890625
2021-05-21,37536.6328125,2295.70556640625
2021-05-22,34770.58203125,2109.579833984375
2021-05-23,38705.98046875,2643.591064453125
2021-05-24,38402.22265625,2706.62890625
2021-05-25,39294.19921875,2888.69873046875
2021-05-26,38436.96875,2736.488525390625
2021-05-27,35697.60546875,2419.90625
2021-05-28,34616.06640625,2279.51416015625
2021-05-29,35678.12890625,2390.305419921875
2021-05-30,37332.85546875,2714.9453125
2021-05-31,36684.92578125,2633.518310546875
2021-06-01,37575.1796875,2706.125
2021-06-02,39208.765625,2855.12646484375
2021-06-03,36894.40625,2688.195068359375
2021-06-04,35551.95703125,2630.576904296875
2021-06-05,35862.37890625,2715.0927734375
2021-06-06,33560.70703125,2590.26318359375
2021-06-07,33472.6328125,2517.438720703125
2021-06-08,37345.12109375,2608.26708984375
2021-06-09,36702.59765625,2471.5185546875
2021-06-10,37334.3984375,2353.768798828125
2021-06-11,35552.515625,2372.484375
2021-06-12,39097.859375,2508.3916015625
2021-06-13,40218.4765625,2537.89111328125
2021-06-14,40406.26953125,2610.936767578125
2021-06-15,38347.0625,2367.66357421875
2021-06-16,38053.50390625,2372.001953125
2021-06-17,35787.24609375,2231.733154296875
2021-06-18,35615.87109375,2178.4990234375
2021-06-19,35698.296875,2246.364501953125
2021-06-20,31676.693359375,1888.447509765625
2021-06-21,32505.66015625,1874.9500732421875
2021-06-22,33723.02734375,1989.736328125
2021-06-23,34662.4375,1988.456298828125
2021-06-24,31637.779296875,1813.21728515625
2021-06-25,32186.27734375,1829.2392578125
2021-06-26,34649.64453125,1978.8946533203125
2021-06-27,34434.3359375,2079.657470703125
2021-06-28,35867.77734375,2160.768310546875
2021-06-29,35040.8359375,2274.547607421875
2021-06-30,33572.1171875,2113.60546875
2021-07-01,33897.046875,2150.040283203125
2021-07-02,34668.546875,2226.1142578125
2021-07-03,35287.78125,2321.72412109375
2021-07-04,33746.00390625,2198.58251953125
2021-07-05,34235.1953125,2324.679443359375
2021-07-06,33855.328125,2315.161865234375
2021-07-07,32877.37109375,2120.0263671875
2021-07-08,33798.01171875,2146.6923828125
2021-07-09,33520.51953125,2111.403564453125
2021-07-10,34240.1875,2139.664794921875
2021-07-11,33155.84765625,2036.7210693359375
2021-07-12,32702.025390625,1940.083984375
2021-07-13,32822.34765625,1994.331298828125
2021-07-14,31780.73046875,1911.1756591796875
2021-07-15,31421.5390625,1880.3829345703125
2021-07-16,31533.068359375,1898.8251953125
2021-07-17,31796.810546875,1895.5521240234375
2021-07-18,30817.83203125,1817.296630859375
2021-07-19,29807.34765625,1787.5107421875
2021-07-20,32110.693359375,1990.9708251953125
2021-07-21,32313.10546875,2025.2027587890625
2021-07-22,33581.55078125,2124.776611328125
2021-07-23,34292.4453125,2189.21875
2021-07-24,35350.1875,2191.373779296875
2021-07-25,37337.53515625,2233.36669921875
2021-07-26,39406.94140625,2298.33349609375
2021-07-27,39995.90625,2296.54541015625
2021-07-28,40008.421875,2380.956787109375
2021-07-29,42235.546875,2466.96142578125
2021-07-30,41626.1953125,2536.2099609375
2021-07-31,39974.89453125,2561.85205078125
2021-08-01,39201.9453125,2610.1533203125
2021-08-02,38152.98046875,2502.349609375
2021-08-03,39747.50390625,2724.619873046875
2021-08-04,40869.5546875,2827.328857421875
2021-08-05,42816.5,2890.941650390625
2021-08-06,44555.80078125,3157.23876953125
2021-08-07,43798.1171875,3013.732666015625
2021-08-08,46365.40234375,3167.856201171875
2021-08-09,45585.03125,3141.691162109375
2021-08-10,45593.63671875,3164.2451171875
2021-08-11,44428.2890625,3043.414306640625
2021-08-12,47793.3203125,3322.211669921875
2021-08-13,47096.9453125,3265.443359375
2021-08-14,47047.00390625,3310.504150390625
2021-08-15,46004.484375,3156.509521484375
2021-08-16,44695.359375,3014.845947265625
2021-08-17,44801.1875,3020.08984375
2021-08-18,46717.578125,3182.7021484375
2021-08-19,49339.17578125,3286.935302734375
2021-08-20,48905.4921875,3226.083984375
2021-08-21,49321.65234375,3242.115478515625
2021-08-22,49546.1484375,3319.25732421875
2021-08-23,47706.1171875,3172.456298828125
2021-08-24,48960.7890625,3224.915283203125
2021-08-25,46942.21875,3100.325439453125
2021-08-26,49058.66796875,3270.600830078125
2021-08-27,48902.40234375,3244.4033203125
2021-08-28,48829.83203125,3227.002685546875
2021-08-29,47054.984375,3224.374267578125
2021-08-30,47166.6875,3433.732666015625
2021-08-31,48847.02734375,3834.828125
2021-09-01,49327.72265625,3790.989990234375
2021-09-02,50025.375,3940.61474609375
2021-09-03,49944.625,3887.828369140625
2021-09-04,51753.41015625,3952.133544921875
2021-09-05,52633.53515625,3928.37939453125
2021-09-06,46811.12890625,3426.394287109375
2021-09-07,46091.390625,3497.315185546875
2021-09-08,46391.421875,3427.340087890625
2021-09-09,44883.91015625,3211.505859375
2021-09-10,45201.45703125,3270.278076171875
2021-09-11,46063.26953125,3410.134521484375
2021-09-12,44963.07421875,3285.51171875
2021-09-13,47092.4921875,3429.169677734375
2021-09-14,48176.34765625,3615.28271484375
2021-09-15,47783.359375,3571.294921875
2021-09-16,47267.51953125,3398.538818359375
2021-09-17,48278.36328125,3432.018310546875
2021-09-18,47260.21875,3329.447998046875
2021-09-19,42843.80078125,2958.993408203125
2021-09-20,40693.67578125,2764.43115234375
2021-09-21,43574.5078125,3077.867919921875
2021-09-22,44895.09765625,3155.523681640625
2021-09-23,42839.75,2931.669189453125
2021-09-25,42620.78515625,2901.183349609375
